msg,label
"Excerpts from rec.autos: 26-Apr-93 Re: REVIEW: 1989 Ford Tauru.. by Mark
W. Rice@mozart.Colu 
david.bonds@cutting.hou.tx.us (Dav

One more way, which works in manual trans cars I've driven, and it is my
personal favorite (the other suggestions above are great, but try this
one, too).  

While pushing the shifter *gently* towards reverse, let the clutch out
slowly (right to the friction point) and the shifter will be pulled into
position. If you do it right, the car won't jump backward, nor will the
gears grind.... You will just glide back.",talk.politics.guns
" 
Not to mention my friend's '54 Citroen Traction Avant with the light switch and 
dimmer integrated in a single stalk off the steering column!   Those dumb French
were apparently copying the Japanese before the Germans!  :^)",talk.politics.guns
"
I have also heard it called an expression of mercy, because Heaven would be
far more agonizing for those who had rejected God.
",soc.religion.christian
"




	Paul-

	You did a wonderful job of not doing anything humany possible to 
offend us Catholics; hopefully I can be just as careful in my wording as you
were.
	I also don't want to extend this topic into an entire major issue of
debate (anymore than it already is), but just a note or two:

	1.  Please don't talk about Jesus' ""parents""--the doctrinal positions
		of the church an unequivocally different regarding Mary and
		Joseph.  I (personally) have never heard of anything being
		attributed to St. Joseph other than his sainthood; that is,
		no reference *ever* to him being sinless, assumed into heaven,
		immaculately conceived, etc.--all these ideas apply only to
		Mary.

	2.  I would agree there is very little scriptural evidence for our
		doctrines about Mary.  Needless to say, that presents a 
		significant problem to those who accept the bible as the only
		source of doctrine.  If, however, one turns to the sacred 
		traditions of the undivided Christian Church, there is no
		problem finding plently of evidence that it was basically a
		unanimous belief among the apostles and all the early 
		generation that Mary was assumed into heaven, body and soul,
		etc. etc.  It wasn't until the reformation that these doctrines
		were called into question.  As far as I am concerned (again, my
		personaly feelings) if it's a choice between the apostles or
		Luther, I'll choose the apostles every time, whether or not
		it is recorded within the writings that the traditions of men
		have determined to be ""the bible"".",soc.religion.christian
"POSTING FOR A FRIEND- I do not have these tickets.

	Interested parties can call John at (408) 522-1904 for more
	information.  There are three lift tickets and they are good
        for anytime this season at Squaw Valley ski resort.
",comp.os.ms-windows.misc
"I want to thank all the people that responded to my post
a few weeks ago about buying an '86 Chev Nova with over
100,000 mi.

I decided to buy the car and have had it for about a month.
I replaced the front brake pads and changed the oil.  So far
no problems have surfaced.

I received many suggestions and encouragement on this
purchase and figured a late ""thank you"" was better than none.

Thanks to all!",talk.politics.guns
"Although simplistic I have always liked the fact that ""a Christian is one
who not only believes in God, but believes God.""  After all the name was
first given externally to identify those who ""preached Christ and Him
crucified"" to pay the price of their rebeliion and shortcomings before
God.  God said this was His son -- I belive Him.
-- 
Scott Dittman                    email: sdittman@wlu.edu
University Registrar             talk: (703)463-8455   fax: (703)463-8024
Washington and Lee University    snail mail:  Lexington Virginia 24450",soc.religion.christian
"Howdy

We have been having a real problem with an AST 386sx/16 machine with
4mb of RAM.  We installed Paradox for Windows, (but I don't think 
Paradox is the real problem here), and the installation went ok
(windows is installed on a local drive, paradox installed on a novell
network (netware 386 v3.26 or greater), DOS 5, Win 3.1) but the program
will not load in 386 enchanted mode.  The thermometer bar goes to 60%
and we then either get a 'invalid command.com' or a windows nastygram
talking about an illegal instruction.  I've checked out the command.com
thing, but as a long-time C programmer, I've crashed my share of machines
with pointer problems and this is a standard behavior :-)

Anyway, paradox will run in standard mode, but not enhanced.  We also have
quattro pro windows, exhibiting the same behavior.  Spent about 2 hours
with Borland's tech people, with no avail.  The guy I talked to a microsoft
didn't want to really dig in and help, as he gave up pretty quickly.
Somewhat disappointing, really.  I expected more from Microsoft.  You'd think
with all the millions of windows installations that they would have seen all
the possible problems, but I guess not...

Microsoft had sent us a 13 page fax on fixing UAE and General
Protection faults (sorry, I can't fax anything out of here so please
don't ask, try Microsoft), which we tried.  We did *everything* they
said, and still no luck.

So.  If you can help, please mail me.  This problem is driving us nuts.
I will greatly appreciate any information anyone can pass on.

Thanks

Kelly
--------------------------------------------------------------------------
THIS IS THE REAL SIGNATURE...Please ignore the following demon signature..

Kelly J. Grant     grantk@nosc.mil
4045 Hancock St    (619) 225-2562  ""The next time someone asks you if you
San Diego, CA 92110                 are a god, you say YES!""  :-)
--------------------------------------------------------------------------
",rec.autos
"


but what is Saturn's motivation here?  they're already selling every
car they make, with multiple shifts in the plant.  given this, what
possible motivation could they have to lower prices?

cheers,
  richard",talk.politics.guns
"I have to disagree with this.  I have a 92 Z28 with a 350 and a 4-speed auto
w/ overdrive, and it is really better that way.  Chevy autos are reknowned
for their long life and ability to handle copious amount of power.  I live 
in the Dallas area, and a manual would be much harder to drive in the traffic 
here.  Now if I still lived out in the sticks like I used to, a manual would be
more fun.  

Safety-wise, an auto is less distracting...I would hate to have to be    
shifting gears while I was trying to ease into traffic in the freeways here.
Performance-wise, I can hold my own against any stock 5.0 Mustang or 5.0
Camaro w/ a five speed.  

All of this IMHO... :)



",talk.politics.guns
"If one reasons that the United States of America at one time represented 
and protected freedom << individual liberty and personal responsibility >> 
(and I do, in fact, think that this is true) and that totalitarianism << 
absolute government control and tyranny >> represents freedom's opposite 
(which it does), did the USA really win the cold war?

Standard disclaimers ALWAYS apply!

----------------
Graham K. Glover
----------------",misc.forsale
"
You can change it. As part of a continuously downsizing Government
organization, my code (branch) changes about once a year. I just
finished changing the registration information using Norton Utilities.
I sent the original requester the hex offset into USER.EXE containing
the information, and his reply indicated he got several similar answers.

And it's not encoded in any way. As for the legality, there's nothing
that keeps me from changing the information; it certainly doesn't reach
out and alter the serial number printed on the inside of my manual.
",rec.autos
"





	Good point -- it is very true that these ""false"" predictions are
dangerous--we are warned (more than once) in scripture about false prophtets.

	However, as is often the case with other issues, one cannot let those
who falsly report such ""visions"" as a reason against believing in any of them
(I did not get the impression you were asserting this, by the way...I consider
my response not so much a response to your posting but a response to the topic
as a whole).

	Example:  The Appearances of Mary at Fatima, Portugal in 1917.

	Among other things, she predicted the conversion of Russia to Atheism
	(something that happened less than a year later w/ the Bolshevik
	revolution).  She also predicted the second world war (that is, predicte	predicted that it would occur during the papacy of a certain pope, who
	was not the current one.  It happened just like she said.)

	She warned there would be ""fire in the sky"" as a warning that the 
	second world war was about to start.  About a week before Germany
	invaded, weathermen (and women, I suppose) all over Europe, from
	England to Spain to Eastern Europe, reported the most spectacular
	reddish color in the sky ever recorded.  To this day some try to 
	explain it off as the northern lights, and the relation to Mary's
	prediction simply coincidence.  You all can decide for yourselves.

	Mary predicted that the Atheistic Russia would spread her evils all
	over the world and persecute religion.  

	She said many other things as well, too numerous to list here.  Every
	single one has been realized.  	One can only use the term ""coincidence""
	so many times in the same explanation before its use becomes 
	ridiculous.  

	SO...yes, there are many false prophets and many false reports. There
	are true ones, too.  We must always remain open to that.  Fatima was
	one example.  There is another one, currently occuring--the 
	apparitions that have been taking place at Medjurgorje, Yugoslavia
	(or whatever its called now).  Mary has been appearing every day for
	eleven years now.  It's time the world started listening.",soc.religion.christian
,talk.politics.guns
"["">""= Mark, "">>""= mp]



    I am sorry you find these charges amusing, Mark. I understand your
frustration though--it can be kind of scary to find your assumptions
challenged. Some of the specific cultural interference to which I refer
includes linguistic manipulation, for instance, their Tzotzil-Spanish
dictionary removed both Spanish and Tzotzil words for concepts which are
threatening to the ruling ideology, e.g., class, conquer, exploitation,
repression, revolution, and described words which can express
ideological concepts in examples like ""Boss--the boss is good. He treats
us well and pays us a good wage."" As some of my students would say,
""NOT!""  
     Your tone implies that you are unlikely to believe me--indeed, why
should you? If you are interested enough to do some further research
though, and you sound as if you are, here are some references for you.
 
Stoll, David. _Fishers of Men or Founders of Empire? The Wycliffe Bible
Translators in Latin America_.
_Sectas y Religiosidad en America Latina_.
_Los Angeles Times_, Dec. 11. 1977.
_Latin America Press_, May 19, 1983.
_Washington Times_, June 22, 1984.

     Happy hunting.",soc.religion.christian
"
Labour prices for car service are very expensive in Toronto compared to other
parts of Ontario.  For example, there are places in Ottawa that still charge
""only"" $40/hour.  I've seen a couple of places charging $60/hour.  The cheapest
I've heard in Toronto is $70/hour.

",talk.politics.guns
"
That doesn't count as getting rid of the press.  Getting rid of the press
would mean getting them far enough away so that they wouldn't be able to
see what is going on.",misc.forsale
"
*sigh*

It is standard procedure to suspend law enforcement officers, or re-assign
them to administrative (non enforcement) duties, while an investigation
into possible misconduct is going on. The Administration has given no
indication that such suspensions will occur in this case. And given that
the president, attorney general and governor were all involved in the
decisions that led to the Waco Massacre, they should also suspend all
activities regarding law enforcement. Given their positions, that equates
to an enforced vacation.

",misc.forsale
"I quit windows normally to run a special DOS app, got done with it
and tried to start windows.  Ok got the title screen, Windows
background, DOS with an error about loading PROGMAN.EXE.  Hum, yep
PROGMAN.EXE is still there.  Must be bad, ok pull off PROGMAN.EXE
from a backup tape, start windows, get the windows title screen,
windows background, DOS with the same error.  HUM!  Fire up the
good ol' Norton Disk Doctor, test, 500 lost clusters!  Ok, fix them,
and look through them, doesn't look important.  Remove the Windows
directory, and reinstall from disks.  Fire up windows, title screen,
background, Program Manager, Success!  

I have a 486/50 (Amy) with 4 meg of RAM, 120 meg HD, SVGA, running under
DOS 5.0, no special memory managers or stuff, just the basic Windows 3.1
A 12 meg permanent swap file using 32-bit Access.  I mainly use Windows
to run more that one DOS app at a time.  (ie downloading with Qmodem
with a DOS window open, and possibly POV running in the background.)  

I've noticed that since I started using Windows a few months ago, lost
clusters have gotten more and more common.  Although I don't like
having data just disappear, it really haven't been a problem except
for today.  Has anyone else had any problems with lost clusters while
running windows?  And what could I do to fix the problem, I'd sleep
better knowing Amy wasn't loosing her marbles. :)

Steven",rec.autos
"

Do you mean a prog. that doesn't jump to the DOS display and then back or 
create a temp. DOS window?

If yes then I might recommend WinZip from ftp.cica.indiana.edu.  I'm afraid 
I don't have the file name or version but you should be able to find it.

It's fully compatible with ver. 2.04g and very functional.

Later,

Phil Trodwell ",rec.autos
"
I had the exact same failure with the 24X and Word for Windows.
A quick call to Microsoft indicated it was problem with the
24X drivers. You need to call Diamond and get the new drivers,
I think version 2.03 fixes the above problem, there may be later
versions that I'm unaware of...

 ",rec.autos
"
Yes, and what about Paul saying:

26 Be ye angry, and sin not: let not the sun go down upon your wrath:
(Ephesians 4:26).

Obviously then, we can be angry w/o sinning.

Jon

------------------------------------------------
Jon Ogden         - jono@mac-ak-24.rtsg.mot.com
Motorola Cellular - Advanced Products Division
Voice: 708-632-2521      Data: 708-632-6086
------------------------------------------------",soc.religion.christian
"
You can't customize a command line interface?  Where have you been?  I
can change the prompt, I can make aliases (so someone like me who is
used to say, ls, can type it on my dos machine and still get a
directory listing), and under Unix, if I don't like the command line
interface, I throw it out and get a different one. (csh, bash, ksh,
sh, etc...)


This is true.


A decent GUI for all variations of Unix? Lessee... what about Motif?
Or the stuff from MIT? (twm comes to mind...) those are pretty
standard. Heck, an xwindows program runs like it likes to -- all the
end user has to really know is how to manipulate the actual windows
with the mouse, and since it is a GUI, it's *graphical* and a bit
easier to figure out. (Something the windows people have been pressing
down our throats for some time now...)

The thing I fear is that there will be a gap between the normal users
running windows (all flavors) and the other ""power"" users running Unix
and other more advanced OSes. At least right now, DOS is still pretty
much king. I can bring a copy of my latest whiz-bang programming demo
over to my friends house, and since we both run DOS, he can enjoy it
too.",rec.autos
"CALL FOR PRESENTATIONS
	
      NAVY SCIENTIFIC VISUALIZATION AND VIRTUAL REALITY SEMINAR

			Tuesday, June 22, 1993

	    Carderock Division, Naval Surface Warfare Center
	      (formerly the David Taylor Research Center)
			  Bethesda, Maryland

SPONSOR: NESS (Navy Engineering Software System) is sponsoring a 
one-day Navy Scientific Visualization and Virtual Reality Seminar.  
The purpose of the seminar is to present and exchange information for
Navy-related scientific visualization and virtual reality programs, 
research, developments, and applications.

PRESENTATIONS: Presentations are solicited on all aspects of 
Navy-related scientific visualization and virtual reality.  All 
current work, works-in-progress, and proposed work by Navy 
organizations will be considered.  Four types of presentations are 
available.

     1. Regular presentation: 20-30 minutes in length
     2. Short presentation: 10 minutes in length
     3. Video presentation: a stand-alone videotape (author need not 
	attend the seminar)
     4. Scientific visualization or virtual reality demonstration (BYOH)

Accepted presentations will not be published in any proceedings, 
however, viewgraphs and other materials will be reproduced for 
seminar attendees.

ABSTRACTS: Authors should submit a one page abstract and/or videotape to:

     Robert Lipman
     Naval Surface Warfare Center, Carderock Division
     Code 2042
     Bethesda, Maryland  20084-5000

     VOICE (301) 227-3618;  FAX (301) 227-5753  
     E-MAIL  lipman@oasys.dt.navy.mil

Authors should include the type of presentation, their affiliations, 
addresses, telephone and FAX numbers, and addresses.  Multi-author 
papers should designate one point of contact.

DEADLINES: The abstact submission deadline is April 30, 1993.  
Notification of acceptance will be sent by May 14, 1993.  
Materials for reproduction must be received by June 1, 1993.

For further information, contact Robert Lipman at the above address.

	  PLEASE DISTRIBUTE AS WIDELY AS POSSIBLE, THANKS.




Robert Lipman                     | Internet: lipman@oasys.dt.navy.mil
David Taylor Model Basin - CDNSWC |       or: lip@ocean.dt.navy.mil
Computational Signatures and      | Voicenet: (301) 227-3618
   Structures Group, Code 2042    | Factsnet: (301) 227-5753
Bethesda, Maryland  20084-5000    | Phishnet: stockings@long.legs",rec.autos
"I thought that the Clipper Chip that was posted to t.p.g (sorry, I lost
the original post) was a joke.  I really did.  I didn't believe it for
a second.  But on the way to work this morning, I heard about it on NPR.

This scares me almost as much as the doublespeak emanating from the
FBI and BATF in Waco.
",misc.forsale
"

I agree.  Six hour long stretches behind the wheel really make me
thirsty, especially for something with caffeine.  I consider it a
failing of my car that it has no cup holder nor anywhere to put a cup
holder.",talk.politics.guns
"The rubber drain plugs under my carpet in my mazda glc leaked
like the ones are doing under your spare in the Probe.
I tooke them out and put some silicone sealant on them
and put them back in.
",talk.politics.guns
"Hi,
        I was wondering if anyone knew whether or not Logitech had
Windows TWAIN drivers for the Scanman. If so, are the drivers on the
net somewhere? My Scanman is the model one down from the Scanman 256.

        Thanks in advance.

                                Ross Barclay
",rec.autos
"
I phoned Licensing Division in Washington State to ask for an application
for a CCW.  Instead they promptly sent me an applicationfor becoming a 
firearms dealer in Washington!",misc.forsale
,talk.politics.guns
"
I've been using MS Access (still available from some stores for $99.00)
and I am quite pleased with it.  It's relatively easy to learn, very easy
to use and somewhat easy to program.  I highly recomend it, particularly
at $99.00!  I have not used Paradox for Windows, but I don't expect it to
be $30.00 better than Access (IMHO).
",rec.autos
"
I have been using the JOIN command for many years now, mostly with good
success in duplicating unix-style file mounts.  You will hear lots of
people cursing JOIN because they confuse it with the dos APPEND command
(a truely gnarly hack), but don't believe them.  You also will hear
people saying that Microsoft recommends that you not use JOIN.  But, in
Microsoft's Windows 4 Workgroups Resource toolkit, the following appears:

  ""JOIN, an MS-DOS utility, works fine with Windows for Workgroups 3.1 if
  you do not change the state of the joined drives during a Windows for
  Workgroups 3.1 session. This includes adding or removing joined drives
  from within Windows for Workgroups. We recommend that you do not use
  JOIN when running Windows Setup or Windows for Workgroups 3.1.""

Within this caveat, JOIN appears to be valid under windows.  However, I
have found a couple of applications that don't deal well with filesystems
that have been ""mounted"" using join.

In particular, the worst offender is Word for Windows 2.0x.  It gets very
confused when you edit and then try to save a file on a joined drive. It
wants to create the saved file as ~NNNNN.tmp in the current dir, then
delete the old file and rename the ~NNNNN.tmp file to the *.doc file.

Unfortunately, WfW usually writes the ~NNNNN.tmp file in some idiotic
place other than the current directory (often in the root dir of the
joined filesystem, but not always).  Then, after deleting the original
*.doc file, it can't find the ~NNNNN.tmp file to rename it.  Unless you
search your disk systems, the document is gone.

I have also found subtle problems using the MKS toolkit from a DOS box
when JOINed filesystems are present.  I used to join c:\temp with a 4meg
ramdisk, but MKS sometimes gets confused when doing an ""ls"" on the c:\temp
dir, and misses some files in the temp dir.  (This is difficult to 
reproduce, but it goes away totally when JOIN is not used.)  I think
this is a Windows problem, rather than MKS's, since it works OK under raw
DOS.

So, I would suggest that you can use JOIN, but be aware that it may not
be as robust you would like.

Wouldn't it be real great to ""mount"" network drives (i.e. Z:) under the main
file tree, rather than having all those darned drive letters? Unfortunately,
JOIN won't let you do it.  There was talk on the net about a simple patch
to let JOIN work on network drives, but I don't remember the source.

It's too bad the JOIN command is not better implemented, since it would
avoid using all those stupid drive letters.  I realize that MessDos was
meant for casual, even ignorant users, so ""mounting"" all the drives in
one file tree might be confusing. But, it looks like MS is going to carry
this over into windows NT (another OS meant for casual, even igorant 
users -- NOT!).  With all it's old family system baggage, maybe MS needs
a recovery group so they can get on with life :-(.
",rec.autos
"[ Lots of stuff deleted because I felt like it ]

This MS bashing has definitely lost all its humor value.

I think most of the people posting are forgetting that most users
of MS products do not even know about internet, and Unix is that
very unfriendly place where bizzare abreviations replace the rather
comfortable abreviations they know. And the abreviations have subtle
differences between the different vendors. While PC users tend to
customize any windowing setup, they can not do much with their 
command line.

So to most of the computer users in the world MS product symbolize
quality. MS has made their life easier, and more productive and to them
that is quality. They do not care about what innovative things MS has
done, other than to make their life with a computer one heck of a lot
easier. You may know better than most computer users in this world
but that will not change their perception.

Face it until Unix come up with a decent GUI that is available to
all variations of Unix it just will not catch on with the mainstream
of computer users. We here on the net are not mainstream computer users.


Brian
-- 

Disclaimer: The opinions expressed are mine not those of BNR.",rec.autos
"
Dos 5 never used the area $E000 - $EFFF, as well as some others. If you have 
any cards that use this are (such as a LAN card), you might get this 
problem.",rec.autos
"Have you tried re-installing the software?   Otherwise I would be dubious about
simple ways to change that screen. Is it not designed to be an embarassment to
would be pirates?

-Charles
",rec.autos
"
Macintosh II cx with 40 MB HD, 8 MB RAM and 19"" monochrome
monitor (Ikegami) is for sale.
Asking $3,000, no reasonable (best) offer will be rejected.
Contact Konrad at (416) 365-0564m Mon-Frii 9-5.
",comp.os.ms-windows.misc
"
By this, do you mean that you consider it absolutely impossible for the
media to be guilty of hypocrisy?

Note that the film industry in California traded their political support
for an ""assault weapon"" ban in the state for an amendment to the bill
exempting the entertainment industry from that very ban.

Note that the very issue of the Batman comic book (""Seduction of the Gun"")
that was produced as a tool for gun-control organizations carries a back-
page ad for a ""Terminator II"" video game extolling the numerous and
varied sophisticated weapons available to the player.

Note that Arthur Ochs Sulzberger, publisher of the NY Times -- one of the
oldest and most incessant gun-control grinders -- himself carries a
concealed handgun.

Still, you find it completely incredible that these folks live by the 
aphorism, ""Do as I say, and not as I do.""
-- ",misc.forsale
"



If I am not mistaken, the Jewish family names Cohen, Kahn, etc.
are considered to be legitimate indicators of descent from Aaron.
The family names Levi, Levene, etc. are considered to be legitimate
indicators of descent from Levi. The main legal issue is the purification
of the priesthood, which is supposed to involve finding the ashes of
of the red heifer last used for this purpose 2000 years ago.
_______________________________________________________________________________",soc.religion.christian
"/ iftccu:talk.politics.guns / vincent@cad.gatech.edu (Vincent Fox) / 10:34 am  Apr 14, 1993 /

This isn't rec.guns, so maybe this is getting a bet technical, but I
can't resist....


Sometimes.....  Depends on WHY it misfired....


I can't imagine doing much combat type shooting single action.....


Assuming the cylinder WILL rotate....


Never hurts to err on the side of safety, but if you've got one of those
'new fangled' hammer blocks or transfer bar safeties, it's unnecessarily
redundant.  I'd rather have the extra round.


Quite true.  Speed loaders are a little less convenient to pack around
than magazines though.


True, but this is a training function.


Cocked and locked for single actions or hammer down on double actions
are the only carry modes that make sense...  The 80 series Colt's for
example are quite safe to carry this way.


Agreed.

Now that I've shot off my mouth a bit, let me back some of this up.  It
is true that a simple misfire on a revolver doesn't cost you much.  On
the other hand, I've had all sorts of interesting things happen over the
years.  For example, I've had FACTORY ammunition that has had high
primers.  A high primer will tie your revolver up somewhere from seconds
to minutes while you try to pound the action open to clear the problem.
An auto?  Jack the slide and continue.

I've had bullets come out of the case, keeping the cylinder from
turning, see clearing paragraph above.  About the WORST that can happen
with a semi auto is a double feed.  This can be cleared in seconds.

Most revolvers are more 'fragile' then semi auto's.  There are all sorts
of close tolerance parts and fitting involved.  Dropping the gun, or a
blow to the gun or all sorts of things can take it out of action.  Many
of the problems that can be cured on the spot with a (quality) semi auto
take a gun smith for a revolver.  In short a revolver MAY be less likely
to malfunction, but as a rule when it does, you're out of the fight.
The majority of malfunctions that occur with semi autos does not fall
into that category.

Vincint makes many good points in this post, but leaves off the opposing
view of most of them.  A real good starting place is Ayoob's ""The Semi
Auto Pistol for Police and Self Defense.""

In general, I'd agree, the revolver is an excellent first gun and self
defense weapon for somebody that does not have the time, and inclination
that is necessary for the training and practice needed to use a semi
auto effectively as a self defense arm.

Most cops are notoriously indifferent to firearms.  If the department
isn't going to train them, they aren't going to take the time on their
own.  There is no doubt that training is an issue.  The amount of
training required for effective use of a semi auto is probably several
times that of a revolver.  Many cops don't bother.

For myself, I'd hate to be limited to one or the other.  I'd rather pick
what fits better with my personal inclination, what I'm wearing that day
and so on.  Like the Moderator on rec.guns says, buy em all!

That said, I have to admit that often my advice to people thinking of
buying their first defense arm is (right after taking a class) get a
Ruger or Smith revolver....  (Sorry Colt fans.  Colt revolvers are ok
too!)

If this post had gone the other way, I'd be arguing for revolvers. :-)",misc.forsale
"




Yes, I am pro-gun, and yes, I do disagree with this statement.
Nuclear weapons in and of themselves are dangerous.  Radioactive
decay of plutonium and uranium, as well as the tritium in the
weapon, tends to be somewhat dangerous to living things.
(Can you say ""neutron flux""?)  Plus these things have no self-
defense purposes.  It's kinda hard to justify their use as
a militia weapon when at best they are meant for battlefield use
(low-yield weapons) or at worst for industrial target obliteration
(translation:  cities and population centers).  Not to mention that
for it to be used as a militia weapon and expect the user to live
requires some sort of launch vehicle . . .",misc.forsale
" and  A VGA monitor..
e-mail
",comp.os.ms-windows.misc
"
i did a workshop on this for an episcopalian student gathering a
couple months ago because i wanted to know the answer too.  as far as
i could tell, although that story was never specifically _told_ in the
bible, many references are made to it, primarily in the new testament.
in the old testament there is actually an entirely different view of
satan as a (excuse the pun) ""devil's advocate"" for yahweh.  see the
book of job.  getting back to the fallen angel story, there are _no_
references to ""lucifer"" in the bible except for a mistranslation of
""the morning star"" in the king james version (isaiah 14:12), which
probably referred to a babylonian monarch much in the same was as ""the
sun king"" referred to louis xiv.  

all in all, i don't know where the story _came from_; it may have been
rolling around for a long time, or milton (_paradise lost_) may have
invented it.  sorry for the sketchiness of the rest of this, but i am
in a hurry and need to eat lunch!  feel free to email me about the
other stuff i found out....  (although a lot of it is just the result
of a bible concordance program called ""quickverse"" -- it's really
lousy, by the way -- don't buy it.) 
",soc.religion.christian
"Regarding the horror stories about DOS6/DOUBLEDISK and STACKER 2.?
killing hard drives:",rec.autos
"
I'm very grateful for scott's reflections on this oft-quoted phrase.  Could
someone please remind me of the Scriptural source for it?  (Rom. 12.9 doesn't
count, kids.)  The manner in which this little piece of conventional wisdom is
applied has, in my experience, been uniformly hateful and destructive.",soc.religion.christian
"Hello All,

I have a PC Transporter for sale. It will work with either an Apple IIe or a
GS. However, I only have the GS installation kit. This PCT also has a
co-processor installed. It comes with the latest software (2.05) and a 3.5
drive. So what you get is :

PC Transporter  (no problems runs great)
Installation kit for above PCT (GS) with video tape instructions
All needed harware with color adapter for monitor
8087 co processor installed on board
All manuals and software (ver 2.05 AEPC)
one 3.5 800K drive to hook to the PCT (or GS)

		 Brian Laakso",comp.os.ms-windows.misc
"                                         ^^^^^^^^^^^
 	nit: Is he unable to type the first 'h' in this word? ;-)



	As a matter of fact D.J., it does make a difference.
	Almost a half million new users joined the Internet last year,
	many of them are commercial businesses. The ban on commercial
	use of Internet is no more.

	One should have the breeding not to post commercial material
	on an account provided by ones employer or school, unless the
	provider of such account gives permission. (HA!)

	Those of us who pay for Internet access are constrained only
	by our innate good taste and no have no ""administrator"" to 
	guide(?) us.",comp.os.ms-windows.misc
"I am auctioning off the following comics.  These minimum bids are set
below what I would normally sell them for.  Make an offer, and I will
accept the highest bid after the auction has been completed.

TITLE                                                   Minimum/Current 
--------------------------------------------------------------
Alpha Flight 51 (Jim Lee's first work at Marvel)	$ 5.00
Aliens 1 (1st app Aliens in comics, 1st prnt, May 1988)	$20.00
Amazing Spider-Man 136 (Intro new Green Goblin)         $20.00
Amazing Spider-Man 238 (1st appearance Hobgoblin)	$50.00
Archer and Armstrong 1 (Frank Miller/Smith/Layton)	$ 7.50
Avengers 263 (1st appearance X-factor)                  $ 3.50
Bloodshot 1 (Chromium cover, BWSmith Cover/Poster)	$ 5.00
Daredevil 158 (Frank Miller art begins)                 $35.00
Dark Horse Presents 1 (1st app Concrete, 1st printing)	$ 7.50 
H.A.R.D. Corps 1 					$ 5.00
Incredible Hulk 324 (1st app Grey Hulk since #1, 1962)	$ 7.50
Incredible Hulk 330 (1st McFarlane issue)		$15.00
Incredible Hulk 331 (Grey Hulk series begins)		$11.20	
Incredible Hulk 367 (1st Dale Keown art in Hulk)        $15.00
Incredible Hulk 377 (1st all new hulk, 1st prnt, Keown) $15.00
Marvel Comics Presents 1 (Wolverine, Silver Surfer)     $ 7.50
Maxx Limited Ashcan (4000 copies exist, blue cover)	$30.00
New Mutants 86 (McFarlane cover, 1st app Cable - cameo)	$10.00
New Mutants 100 (1st app X-Force)                       $ 5.00
New Mutants Annual 5 (1st Liefeld art on New Mutants)	$10.00
Omega Men 3 (1st appearance Lobo)                       $ 7.50
Omega Men 10 (1st full Lobo story)                      $ 7.50
Power Man & Iron Fist 78 (3rd appearance Sabretooth)    $25.00
                      84 (4th appearance Sabretooth)    $20.00
Simpsons Comics and Stories 1 (Polybagged special ed.)	$ 7.50
Spectacular Spider-Man 147 (1st app New Hobgoblin)      $12.50
Star Trek the Next Generation 1 (Feb 1988, DC mini)     $ 7.50
Star Trek the Next Generation 1 (Oct 1989, DC comics)   $ 7.50
Web of Spider-Man 29 (Hobgoblin, Wolverine appear)      $10.00 
Web of Spider-Man 30 (Origin Rose, Hobgoblin appears)   $ 7.50
Wolverine 10 (Before claws, 1st battle with Sabretooth)	$15.00
Wolverine 41 (Sabretooth claims to be Wolverine's dad)	$ 5.00
Wolverine 42 (Sabretooth proven not to be his dad)	$ 3.50
Wolverine 43 (Sabretooth/Wolverine saga concludes)	$ 3.00
Wolverine 1 (1982 mini-series, Miller art)		$20.00
Wonder Woman 267 (Return of Animal Man)                 $12.50
X-Force 1 (Signed by Liefeld, Bagged, X-Force card)     $20.00
X-Force 1 (Signed by Liefeld, Bagged, Shatterstar card) $10.00
X-Force 1 (Signed by Liefeld, Bagged, Deadpool card)    $10.00
X-Force 1 (Signed by Liefeld, Bagged, Sunspot/Gideon)   $10.00

All comics are in near mint to mint condition, are bagged in shiny 
polypropylene bags, and backed with white acid free boards.  Shipping is
$1.50 for one book, $3.00 for more than one book, or free if you order 
a large enough amount of stuff.  I am willing to haggle.

I have thousands and thousands of other comics, so please let me know what 
you've been looking for, and maybe I can help.  Some titles I have posted
here don't list every issue I have of that title, I tried to save space.",comp.os.ms-windows.misc
"From article <1qvjh9INNh4l@hp-col.col.hp.com>, by dduff@col.hp.com (Dave Duff):

   Brilliant I like it!",misc.forsale
"
--AutoWeek had an article about the car within the past six weeks.
  It was the issue with the Diablo VT AWD on the cover.  Naturally, I
  don't remember the date of the issue offhand, but I can check it if
  anyone is interested.  

--Aamir Qazi

-- ",talk.politics.guns
"                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

I've always taken Murphy's Law to be an exhortation to prudence, and
an observation about the behavior of complex systems, rather than a
denial of divine benevolence.",soc.religion.christian
"On ftp.cica.indiana.edu in pub/pc/win3/misc/winadv.zip is a writeup by
Steve Gibson of InfoWorld with winbench 3.11 and a number of other 
benchmark results for nine isa and four VLB video cards.  This is a 
very current upload and is likely to have any card you're currently 
giving serious consideration.  Not in XLS format.  Latest version of
WinBench that I know of is ver 3.11.  I believe they try to maintain
the same rating scale between versions, and new versions are released
to defeat the lastest coding tricks put in by driver programmers to
beat the benchmarks.  Don't know on the last one.",rec.autos
